user_id,book_id,predicted_score,rank
U0337,B0209,1.6596,10
U0343,B0134,3.4425,1
U0343,B0022,2.7022,2
U0343,B0253,2.695,3
U0343,B0112,2.5897,4
U0343,B0214,2.5038,5
U0343,B0277,2.326,6
U0343,B0138,1.8857,7
U0343,B0032,1.8791,8
U0343,B0136,1.8791,9
U0343,B0254,1.7374,10
U0424,B0106,6.2972,1
U0424,B0165,2.1955,2
U0424,B0027,2.0319,3
U0424,B0280,2.0319,4
U0424,B0136,1.9661,5
U0424,B0230,1.9661,6
U0424,B0262,1.9661,7
U0424,B0163,1.6933,8
U0424,B0186,1.6692,9
U0424,B0221,1.6186,10
U0391,B0298,2.1459,1
U0391,B0080,1.8331,2
U0391,B0109,1.8331,3
U0391,B0248,1.5965,4
U0391,B0017,1.56,5
U0391,B0267,1.3156,6
U0391,B0126,1.1973,7
U0391,B0014,1.1058,8
U0391,B0020,1.1058,9
U0391,B0039,1.1058,10
U0263,B0022,2.9214,1
U0263,B0214,2.8159,2
U0263,B0062,2.2876,3
U0263,B0138,2.2694,4
U0263,B0262,2.0887,5
U0263,B0011,1.947,6
U0263,B0036,1.9449,7
U0263,B0053,1.8702,8
U0263,B0234,1.7658,9
U0263,B0209,1.7151,10
U0360,B0001,2.4333,1
U0360,B0086,2.4168,2
U0360,B0237,2.4168,3
U0360,B0155,1.857,4
U0360,B0182,1.6222,5
U0360,B0014,0.9667,6
U0360,B0101,0.9667,7
U0360,B0117,0.9667,8
U0360,B0229,0.9667,9
U0360,B0251,0.9667,10
U0262,B0116,1.9462,1
U0262,B0119,1.9462,2
U0262,B0126,1.9462,3
U0262,B0188,1.9462,4
U0262,B0071,1.7206,5
U0262,B0158,1.7206,6
U0262,B0008,1.1677,7
U0262,B0231,1.1677,8
U0262,B0264,1.1677,9
U0262,B0276,1.1677,10
U0227,B0290,2.6186,1
U0227,B0287,2.3153,2
U0227,B0226,2.0974,3
U0227,B0168,1.7715,4
U0227,B0283,1.583,5
U0227,B0080,1.553,6
U0227,B0188,1.5456,7
U0227,B0061,1.3156,8
U0227,B0003,1.2617,9
U0227,B0102,1.2617,10
U0446,B0004,5.1513,1
U0446,B0078,3.995,2
U0446,B0287,2.268,3
U0446,B0160,2.1822,4
U0446,B0215,2.1822,5
U0446,B0099,2.0203,6
U0446,B0145,1.8109,7
U0446,B0205,1.7563,8
U0446,B0085,1.3156,9
U0446,B0053,1.2199,10
U0080,B0187,3.0609,1
U0080,B0153,2.4323,2
U0080,B0276,2.1036,3
U0080,B0065,1.9098,4
U0080,B0001,1.8809,5
U0080,B0064,1.8809,6
U0080,B0130,1.8809,7
U0080,B0192,1.8343,8
U0080,B0272,1.7597,9
U0080,B0085,1.6292,10
U0050,B0160,5.8903,1
U0050,B0067,2.7827,2
U0050,B0286,2.0095,3
U0050,B0059,0.9331,4
U0050,B0018,0.8624,5
U0050,B0189,0.795,6
U0050,B0193,0.795,7
U0050,B0203,0.795,8
U0050,B0292,0.795,9
U0050,B0031,0.7906,10
U0311,B0089,4.206,1
U0311,B0078,3.479,2
U0311,B0069,3.006,3
U0311,B0004,2.8789,4
U0311,B0077,2.1425,5
U0311,B0139,2.0892,6
U0311,B0160,1.4571,7
U0311,B0134,1.3969,8
U0311,B0146,1.3969,9
U0311,B0239,1.3969,10
U0445,B0277,2.9488,1
U0445,B0179,2.5836,2
U0445,B0011,2.2116,3
U0445,B0167,1.843,4
U0445,B0250,1.843,5
U0445,B0058,1.8042,6
U0445,B0091,1.8042,7
U0445,B0128,1.8042,8
U0445,B0188,1.8042,9
U0445,B0218,1.8042,10
U0494,B0178,1.9114,1
U0494,B0114,1.3695,2
U0494,B0271,1.3156,3
U0494,B0294,1.3156,4
U0494,B0024,1.0681,5
U0494,B0099,1.0681,6
U0494,B0198,1.0681,7
U0494,B0225,1.0681,8
U0494,B0298,1.0681,9
U0494,B0223,1.0541,10
U0319,B0282,6.3302,1
U0319,B0099,4.6563,2
U0319,B0233,4.6246,3
U0319,B0032,3.352,4
U0319,B0276,3.0933,5
U0319,B0230,2.7552,6
U0319,B0080,2.6799,7
U0319,B0147,2.6799,8
U0319,B0009,2.5497,9
U0319,B0120,2.5497,10
U0349,B0060,1.6697,1
U0349,B0059,1.274,2
U0349,B0024,1.2113,3
U0349,B0034,1.1588,4
U0349,B0023,1.1017,5
U0349,B0173,1.1017,6
U0349,B0110,1.0436,7
U0349,B0124,1.0436,8
U0349,B0163,1.0436,9
U0349,B0256,1.0436,10
U0350,B0248,1.7576,1
U0350,B0169,1.1652,2
U0350,B0162,1.0013,3
U0350,B0183,1.0013,4
U0350,B0249,1.0013,5
U0350,B0269,1.0013,6
U0350,B0068,0.9472,7
U0350,B0209,0.8257,8
U0350,B0217,0.8257,9
U0350,B0034,0.7601,10
U0010,B0170,2.6621,1
U0010,B0259,1.7329,2
U0010,B0240,1.7191,3
U0010,B0094,1.5871,4
U0010,B0169,1.362,5
U0010,B0269,1.3129,6
U0010,B0134,1.0545,7
U0010,B0228,1.0545,8
U0010,B0002,1.0067,9
U0010,B0023,0.9603,10
U0447,B0091,3.6715,1
U0447,B0183,3.491,2
U0447,B0217,3.07,3
U0447,B0162,2.5725,4
U0447,B0249,2.5725,5
U0447,B0269,2.5725,6
U0447,B0209,2.1213,7
U0447,B0021,1.9462,8
U0447,B0116,1.9462,9
U0447,B0119,1.9462,10
U0252,B0268,3.2547,1
U0252,B0281,2.9268,2
U0252,B0213,2.596,3
U0252,B0200,2.0906,4
U0252,B0183,2.0045,5
U0252,B0063,1.9528,6
U0252,B0192,1.857,7
U0252,B0008,1.3416,8
U0252,B0193,1.3416,9
U0252,B0283,1.3416,10
U0175,B0085,1.6503,1
U0175,B0058,1.4519,2
U0175,B0270,1.391,3
U0175,B0004,1.3642,4
U0175,B0017,1.249,5
U0175,B0143,1.249,6
U0175,B0069,1.1788,7
U0175,B0071,1.1788,8
U0175,B0145,1.1788,9
U0175,B0251,1.1395,10
U0047,B0173,5.9936,1
U0047,B0056,3.5991,2
U0047,B0073,3.5991,3
U0047,B0252,3.2814,4
U0047,B0197,2.3946,5
U0047,B0131,2.1594,6
U0047,B0167,2.1594,7
U0047,B0011,1.4367,8
U0047,B0027,0.8868,9
U0047,B0097,0.8868,10
U0435,B0211,3.9833,1
U0435,B0123,3.983,2
U0435,B0282,3.2041,3
U0435,B0276,3.0598,4
U0435,B0172,2.2097,5
U0435,B0015,2.1601,6
U0435,B0094,1.9317,7
U0435,B0185,1.8475,8
U0435,B0239,1.7865,9
U0435,B0106,1.654,10
U0437,B0286,2.7477,1
U0437,B0252,2.6092,2
U0437,B0103,2.0641,3
U0437,B0298,1.9083,4
U0437,B0104,1.8442,5
U0437,B0183,1.8185,6
U0437,B0010,1.7752,7
U0437,B0202,1.6865,8
U0437,B0287,1.588,9
U0437,B0271,1.4752,10
U0321,B0276,1.5642,1
U0321,B0183,1.5085,2
U0321,B0068,1.4699,3
U0321,B0073,1.183,4
U0321,B0021,1.0985,5
U0321,B0116,1.0985,6
U0321,B0119,1.0985,7
U0321,B0188,1.0985,8
U0321,B0094,1.0305,9
U0321,B0298,0.9387,10
U0129,B0029,1.9265,1
U0129,B0202,1.8133,2
U0129,B0175,1.3791,3
U0129,B0279,1.3587,4
U0129,B0217,1.2729,5
U0129,B0194,1.2387,6
U0129,B0203,1.2209,7
U0129,B0004,1.1901,8
U0129,B0069,1.1711,9
U0129,B0259,1.155,10
U0498,B0286,2.8721,1
U0498,B0108,2.5149,2
U0498,B0067,2.1999,3
U0498,B0104,2.1822,4
U0498,B0088,1.9757,5
U0498,B0059,1.9609,6
U0498,B0228,1.6036,7
